glycan_id,glycan,species,immunogenicity,inferred_origin,link
8666,Glc(b1-2)[Glc(b1-4)Glc(b1-6)Glc(b1-3)]D-Fuc,['Clinopodium_chinense'],,,
8667,GlcA(b1-4)[Glc(b1-6)]Gal,['Pantoea_stewartii'],,,
8668,NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
8669,Glc(a1-4)Glc(a1-6)Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc,,,Eukarya,
8670,Rha(a1-3)FucNAc(a1-3)L-QuiNAc(b1-2)Rha,['Pseudomonas_chlororaphis'],,,
8671,[Galf(b1-6)]GalNAc(b1-3)Gal(a1-2)RibOP-ol(5-5)Galf(b1-3)Gal(b1-4)GalNAc,['Streptococcus_pneumoniae'],,,
8672,GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,,,Chordata,
8673,"3,6-Anhydro-L-GalOMe(a1-3)Gal(b1-4)3,6-Anhydro-L-GalOMe(a1-3)Gal",,,Bacteria,
8674,Kdo(a2-4)[GlcNAc(b1-2)Glc(a1-3)[Kdo(a2-6)Glc(b1-4)]GalN(a1-3)LDManHepOP(a1-3)LDManHepOPOPPEtn(a1-5)]Kdo,,,Bacteria,
8675,D-AraHex(a1-4)Glc(a1-4)Glc,,,Bacteria,
8676,[Col(a1-3)Gal(b1-3)]GlcNAc(b1-3)Gal(a1-3)GalNAc(b1-6)GlcNAc,['Salmonella_greenside'],,,
8677,QuiNAc(a1-8)DLGalNonUloNAc-onic(a2-3)FucNAm,,,Bacteria,
8678,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,,,Bacteria,
8679,GalNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-2)Man(a1-6)]Man(a1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
8680,Man(a1-3)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Animalia,
8681,Rha(a1-3)[Glc(a1-6)]Glc(b1-3)[Glc(a1-4)]GalNAcOMe,['Pseudomonas_aeruginosa'],,,
8682,GlcNAcOMe(b1-2)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-2)D-RhaOMe(a1-3)[GlcNAcOMe(b1-2)]D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-RhaGro,['Mesorhizobium_loti'],,,
8683,[AbeOAc(a1-3)]Man(a1-4)Rha(a1-3)[Glc(a1-4)]Gal(a1-2)Man,['Salmonella_sp'],1,,
8684,Fuc(a1-4)[Fuc(a1-5)]Kdn(a2-3)Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc,,,Chordata,
8685,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(b1-2)][Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,,,Angiosperms,
8686,Gal(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,,,Chordata,
8687,Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Ascomycota,
8688,Fuc(a1-4)Fuc(a1-3)Fuc(a1-3)[Gal(b1-3)GalNAc(a1-4)]GalNAc(b1-4)Gal(b1-4)Fuc,['Bacteroides_ovatus'],,,
8689,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)GalOS(b1-3)]GalNAc,,,Chordata,O
8690,GlcNAc(a1-4)Gal(b1-3)[Fuc(a1-4)[GlcNAc(b1-3)]GlcNAc(b1-6)]GalNAc,"['Bombina_bombina', 'Bombina_variegata']",,,O
8691,Kdo(a2-4)[D-FucN(a1-3)QuiNAc(b1-3)Rha(a1-3)[Glc(a1-6)]Glc(b1-3)[Glc(a1-4)]GalN(a1-3)HepOP(a1-3)HepOP(a1-5)]Kdo(a2-6)GlcOPN(b1-6)GlcN,,,Bacteria,
8692,Rha(a1-3)[Rha(a1-3)[Glc(b1-4)]Rha(b1-4)Glc(b1-4)]Glc(a1-3)Rha,,,Bacteria,
8693,LDManHep(a1-7)LDManHep(a1-3)[Glc(a1-4)]LDManHep(a1-5)[AraN(b1-8)Ko(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,['Burkholderia_pyrrocinia'],,,
8694,Rha(b1-4)Gal(b1-2)Rha,,,Bacteria,
8695,[GlcOMeA(b1-3)]Rha(a1-3)Rha(b1-4)Rha(b1-4)Rha,"['Bradyrhizobium_elkanii', 'Bradyrhizobium_japonicum']",,,
8696,ManNAc(b1-4)[Gal(a1-3)]GlcNAc,['Bacillus_anthracis'],,,
8697,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
8698,Glc(a1-6)[Gal(a1-2)]Glc(a1-6)Glc(a1-6)Glc,['Lepista_sordida'],,,
8699,Fuc(a1-2)Gal(b1-2)Xylf(a1-6)Glc(b1-4)[Gal(b1-2)Xylf(a1-6)]Glc(b1-4)[Xylf(a1-6)]Glc(b1-4)Glc(b1-4)[Xylf(a1-6)]Glc(b1-4)[Xylf(a1-6)]Glc(b1-4)[Xylf(a1-6)]Glc(b1-4)Glc,,,Fabales,
8700,NeuNGc(a2-3)[GalNAc(b1-4)]GalNAc(b1-4)Gal(b1-3)Gal(b1-3)GalNAc,,,Chordata,
8701,KdoOAcOS(b2-3)D-RhaOS(b1-7)KdoOAcOS,['Poseidonocella_pacifica'],,,
8702,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[Fuc(a1-3)]Glc,,,Chordata,
8703,Ara(a1-2)[Xyl(b1-3)]Glc(b1-4)[Rha(a1-2)]Gal,['Diuranthera_sp'],,,
8704,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Man(a1-3)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
8705,L-Ole(a1-3)FucOAcOMe(a1-3)RhaOMe(a1-3)RhaOMe,,,Bacteria,
8706,Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)GlcNAc(b1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,['Escherichia_coli'],,,
8707,"GalNAc(b1-4)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(a1-6)2,5-Anhydro-Man",,,Pasteurellales,
8708,GalNAc(b1-3)Gal(b1-3)[D-Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-3)GalNAc,,,Chordata,
8709,Gal(b1-3)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Bos_taurus', 'Rattus_norvegicus']",,,N
8710,Kdo(a2-6)GlcN(a1-4)GalA(a1-3)[GalA(b1-7)LDManHep(a1-7)]LDManHep(a1-3)[GalA(b1-6)Glc(b1-4)]LDManHep(a1-5)[Kdo(a2-4)]Kdo,['Klebsiella_pneumoniae'],,,
8711,[Man(a1-2)Man(a1-2)]Man(a1-6)[Man(a1-3)Man(a1-2)Man(a1-2)]Man(a1-6)[Rha(a1-2)Man(a1-2)]Man(a1-6)Man,['Cryphonectria_parasitica'],,,
8712,GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
8713,LDManHep(a1-2)LDManHep(a1-3)[Glc(b1-4)]DDManHepOEtn(a1-5)KdoOPEtn,['Vibrio_vulnificus'],,,
8714,Fuc(a1-4)Gal(a1-2)[Glc(b1-6)]Man(a1-6)[Man(a1-2)]Gal(a1-4)Fuc,['Flammulina_velutipes'],,,
8715,Rha(a1-2)[Rha(a1-3)]L-Man,,,Dicotyledons,
8716,NeuNGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
8717,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,"['Equus_caballus', 'Homo_sapiens']",0,,O
8718,Neu(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
8719,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc,,,Chordata,
8720,Glc(b1-4)Glc(b1-3)Gal(b1-4)[GlcOPyr(b1-3)Glc(b1-3)Glc(b1-6)Glc(b1-6)]Glc(b1-4)Glc,"['Agrobacterium_tumefaciens', 'Alcaligenes_faecalis ', 'Rhizobium_sullae']",,,
8721,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Monjiviricetes,
8722,Glc(b1-2)Glc(b1-2)Glc(b1-2)Glc(b1-2)Glc(b1-2)Glc,,,Angiosperms,
8723,[Glc(a1-2)]GlcA(b1-3)GalNAc(a1-2)QuiNAlaAc(b1-6)Glc(a1-3)GlcA,['Cronobacter_sakazakii'],,,
8724,D-Ara(b1-2)Gal(b1-3)Gal(b1-3)GalOP(b1-4)Man,['Leishmania_major'],,,
8725,Man(b1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(a1-3)GlcNAc,,,Bacteria,
8726,Gal(b1-4)[Fuc(a1-3)]Glc,,1,Bacteria,
8727,GlcNAcOMe(b1-2)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-2)aldehyde-b-Tri-ol,,,Bacteria,
8728,Glc(a1-3)Galf(b1-3)GlcNAc,['Lactococcus_lactis'],,,
8729,Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,['Homo_sapiens'],0,,O
8730,GalNAc(b1-3)GalOP(a1-1)Gro,,,Bacteria,
8731,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Mammalia,
8732,[Galf(b1-5)Galf(b1-3)]Man(a1-6)Man,['Lineolata_rhizophorae'],,,
8733,GlcN(b1-2)[GlcN(b1-6)]Man,,,Bacteria,
8734,AraN(a1-4)[Kdo(a2-4)[LDManHep(a1-2)DDManHep(a1-2)L-ThrHexA4en(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)][AraN(a1-8)]Kdo(a2-6)]GlcN(b1-6)Glc,,,Bacteria,
8735,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)DDManHep(a1-6)Glc(b1-4)[LDManHep(a1-2)LDManHep(a1-3)]LDManHep(a1-5)KdoOPPEtn,['Haemophilus_ducreyi'],,,
8736,Glc(b1-3)[Glc(b1-3)Glc(b1-6)Glc(b1-6)]Glc,,,Basidiomycota,
8737,GlcNAc(a1-3)[GlcNAc(b1-3)]Fuc(a1-2)GlcA(b1-4)[D-6dTalOAcOMe(a1-3)]Fuc(a1-3)GalNAc(a1-4)ManNAc(b1-4)Gal(a1-3)GalNAc(b1-3)Glc(a1-3)Man(a1-6)[Glc(a1-2)Glc(a1-3)Gal(a1-2)][Kdo(a2-3)]Man(a1-4)Man(a1-5)[AraOPN(b1-6)GlcN(a1-4)Kdo(a2-4)]Kdo,['Pectinatus_frisingensis'],,,
8738,GlcNAc(a1-4)ManNAcA(b1-3)D-FucNAcNMe(b1-6)[LDManHep(a1-4)]GlcN(a1-4)[GalAN(a1-6)]Glc(b1-4)[GlcA(a1-2)[GlcN(a1-7)]LDManHep(a1-3)]LDManHep(a1-5)KdoOPEtn,['Bordetella_pertussis'],,,
8739,QuiNAcOPGro(b3-3)[GlcNAc(b1-2)]Gal(b1-3)GlcNAc(b1-3)QuiNAcOPGro,['Hafnia_alvei'],,,
8740,NeuNAc(a2-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GalNAc(b1-4)Gal(b1-4)Glc,,,Bacteria,
8741,Rha(a1-2)Rha(a1-3)[Glc(a1-4)]Rha(a1-3)GlcNAc,,,Bacteria,
8742,Rha(a1-3)Xyl(b1-4)Rha(a1-2)D-Fuc,"['Bellis_bernardii', 'Bellis_perennis', 'Bellium_bellidioides', 'Solidago_virgaurea']",,,
8743,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,N
8744,[Glc(b1-6)]Glc(b1-3)Glc(b1-3)Glc(b1-3)Fuc(a1-3)Glc,['Termitomyces_robustus'],,,
8745,Glc(b1-6)[Xyl(b1-2)]Glc(b1-3)[Xyl(b1-2)]Ara,,,Angiosperms,
8746,Ribf(b1-4)Gal(b1-3)GlcNAc(a1-4)GalA(a1-2)Ribf,['Escherichia_coli'],,,
8747,D-Fuc(a1-3)[D-4dAraHex(b1-3)]RhaOAc(b1-3)D-Fuc(a1-3)D-Fuc,['Citrobacter_braakii'],,,
8748,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-2)[Kdn(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
8749,ManNAcA(b1-4)ManNAcA(b1-4)ManNAcA(b1-3)D-FucNAcN(b1-4)ManNAcA,['Taylorella_equigenitalis'],,,
